status,reported,description,address,type,occurred
CLOSED,2019-12-09 01:46:00+00:00,Officers dispatched to a report of two individuals engaged in suspicious activity near the building. Officers arrived and  reported that the individuals were gone on arrival and all appeared to be in order.,PFORZHEIMER HOUSE - MOORS HALL 56 LINNAEAN ST CAMBRIDGE,SUSPICIOUS ACTIVITY,12/9/19 1:46 AM
OPEN,2020-05-13 10:51:00+00:00,Officer took a report of annoying emails.,GUND HALL 48 QUINCY ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,5/13/20 10:51 AM
OPEN,2019-12-21 11:14:00+00:00,"Officer dispatched to take a report of annoying text messages and emails.                                                                                                                                                                             Update 12/24/19: Upon further review, this incident has been reclassified from Annoying Calls/Texts/Emails to Trespass     Warning.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,12/18/19 - 8:00 AM 12/21/19 - 11:40 AM
OPEN,2020-05-01 13:57:00+00:00,Officer took a report of suspicious social media activity.,MEMORIAL CHURCH 23 HARVARD YARD CAMBRIDGE,SUSPICIOUS CALL/TEXT/MAIL/SOCI,3/6/20 - 0:01 AM 4/29/20 - 0:02 AM
OPEN,2019-05-14 17:24:00+00:00,Officer dispatched to take a report of a stolen silver Dell laptop valued at $600.00,CABOT SCIENCE LIBRARY 1 OXFORD ST CAMBRIDGE,THEFT REPORT,"5/13/19
11:30 AM - 5:00 PM"
CLOSED,2020-03-13 01:30:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported the occupants were dispersing for the  night.,VANDERBILT HALL 107 AVE LOUIS PASTEUR BOSTON,NOISE COMPLAINT,3/13/20 1:30 AM
OPEN,2020-06-01 11:51:00+00:00,Officer took a report of vandalism done to lighting in the press box.,ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,VANDALISM,5/24/20 9:43 PM - 10:06 PM
CLOSED,2019-06-04 07:29:00+00:00,Officer while on patrol was approached by an individual who inquired if they had any active warrants. The individual was   then run for wants/warrants with negative results and sent on their way.,1380 MASSACHUSETTS AVECAMBRIDGE,ASSIST CAMBRIDGE POLICE,6/4/19 7:30 AM - 7:40 AM
OPEN,2020-04-10 16:46:00+00:00,Officer took a report of a past open and gross incident.,PEABODY TERRACE 14 900 MEMORIAL DR CAMBRIDGE,OPEN & GROSS,4/10/20 2:15 PM - 2:30 PM
CLOSED,2019-07-05 12:37:00+00:00,In response to threatening and harassing behavior an officer sent a trespass letter.,HARVARD UNIVERSITY POLICE DEPA 1033-6 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS LETTER,7/3/19 8:40 AM - 1:00 PM
OPEN,2019-07-11 15:36:00+00:00,Officer dispatched to take a report of fraud.,HARVARD UNIVERSITY CREDIT UNIO 104 MT AUBURN ST CAMBRIDGE,FRAUD,4/5/19 - 12:00 PM 6/28/19 - 3:00 PM
CLOSED,2019-05-10 07:24:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,PALACE RD LOT 168 LONGWOOD AVE BOSTON,MOTOR VEHICLE ACCIDENT,"5/3/19
2:54 PM - 2:56 PM"
CLOSED,2019-10-02 16:31:00+00:00,Officer dispatched to a report of a smoke coming from a trashcan. Officer arrived and reported that no smoke could be      detected.,SPANGLER CENTER 117 WESTERN AVE ALLSTON,SUSPICIOUS ODOR/SMOKE,10/2/19 4:31 PM
CLOSED,2019-09-25 00:26:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the area was quiet.,22-24 PRESCOTT ST 22 PRESCOTT ST CAMBRIDGE,NOISE COMPLAINT,9/25/19 0:26 AM
OPEN,2019-06-19 12:24:00+00:00,"Officer dispatched to take a report of stolen Cartier sunglasses valued at $800.00, Prada sunglasses valued at $600.00, a",SOLDIERS FIELD PARK GARAGE 111 WESTERN AVE ALLSTON,THEFT REPORT,"6/18/19 - 10:00 PM
6/19/19 - 12:20 PM"
CLOSED,2019-10-04 23:38:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that a loud party had been shut down   earlier and that the area was quiet.,MATHER HOUSE A 93 BANKS ST CAMBRIDGE,LOUD PARTY,10/4/19 11:38 PM
CLOSED,2019-06-04 05:05:00+00:00,Officer dispatched to assist Boston Police with searching for an individual possibly in the area. Officer arrived and      searched the area with negative results.,ATHLETICS - MURR CENTER LOT 65 N HARVARD ST ALLSTON,ASSIST BOSTON POLICE,6/4/19 5:05 AM
CLOSED,2019-06-26 17:33:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,OXFORD STREET GARAGE 52 OXFORD ST CAMBRIDGE,MOTOR VEHICLE ACCIDENT,6/26/19 5:45 PM - 6:20 PM
CLOSED,2019-11-15 12:54:00+00:00,Officer while on patrol monitored a demonstration that occurred without incident.,FORBES PLAZA 1350 MASSACHUSETTS AVE CAMBRIDGE,DEMONSTRATION,11/15/19 1:00 PM - 1:30 PM
CLOSED,2019-07-15 15:38:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,NEW RESEARCH BUILDING PARKING 77 AVE LOUIS PASTEUR BOSTON,MOTOR VEHICLE ACCIDENT,7/15/19 6:20 AM - 3:35 PM
CLOSED,2019-06-18 08:11:00+00:00,Officer dispatched to take a report of stolen pages from a book valued at $50.00.,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,THEFT REPORT,10/26/17 - 12:00 PM 6/6/19 - 12:00 PM
CLOSED,2020-05-05 15:03:00+00:00,Officers dispatched to a report of a group consuming alcohol in front of the building. Officers arrived and reported that  the group was gone upon arrival.,49 TROWBRIDGE STCAMBRIDGE,REMOVE GROUP,5/5/20 3:03 PM
OPEN,2019-06-14 14:35:00+00:00,Officer dispatched to take a report of annoying emails.,DUBOIS INSTITUTE 104 MT AUBURN ST CAMBRIDGE,ANNOYING CALLS/TEXTS/EMAILS,5/31/19 - 10:54 AM 6/14/19 - 3:00 PM
CLOSED,2019-09-12 00:23:00+00:00,Officers dispatched to a report of an individual fleeing the area following a motor vehicle accident. Officers and Boston  Police arrived and searched for the individual with negative results.,WESTERN AVEALLSTON,ASSIST BOSTON POLICE,9/12/19 0:23 AM
CLOSED,2019-07-19 12:39:00+00:00,"Officer while on patrol was approached by an individual who inquired if they were wanted by Transit Police. Following the  individual's inquiry, a field interview was conducted and the individual was run for warrants/wants with negative results. Transit Police was then contacted and notified of the incident. Prior to the arrival of Transit Police, the individual     left the area.",188 LONGWOOD AVEBOSTON,FIELD INTERVIEW,7/19/19 12:30 PM - 1:00 PM
CLOSED,2019-09-20 13:42:00+00:00, ,ATHLETICS - BRIGHT LANDRY HOCK 65 N HARVARD ST ALLSTON,THEFT REPORT,9/18/19 - 10:30 PM 9/19/19 - 8:00 PM
CLOSED,2019-03-19 10:10:00+00:00,Officer dispatched to take a report of suspicious telephone calls an office received.,ANDOVER HALL 45 FRANCIS AVE CAMBRIDGE,SUSPICIOUS ACTIVITY,"3/17/19 - 2:11 PM
3/18/19 - 6:01 PM"
OPEN,2019-04-09 10:56:00+00:00,"Officer dispatched to take a report of a stolen gray Nalgene water bottle valued at $12.00, a white wireless cell phone   
charger valued at $70.00, headphones valued at $25.00, and an Apple extension cord valued at $9.00.",CAMPUS SERVICES OFFICES AND FA 114 MT AUBURN ST CAMBRIDGE,THEFT REPORT,"3/11/19 - 5:00 PM
4/9/19 - 9:00 AM"
CLOSED,2020-01-11 16:07:00+00:00,Officer dispatched to take a report of damage to the door of a handicap lift caused by high wind speed.,COUNTWAY LIBRARY 10 SHATTUCK ST BOSTON,PROPERTY DAMAGE,1/11/20 3:45 PM - 4:05 PM
CLOSED,2019-07-16 00:17:00+00:00,"Officers dispatched to a report of an individual possibly attempting to steal a bicycle. Officers arrived and reported    
that the individual was gone on arrival. Officers then searched the area and reported that there was no evidence of a     
bicycle theft or property damage in the area.",HRES HARVARD REAL ESTATE SER 10 MT AUBURN ST CAMBRIDGE,SUSPICIOUS ACTIVITY,"7/16/19
0:17 AM"
OPEN,2019-10-07 13:52:00+00:00,Officer dispatched to take a report of suspicious activity.,WIGGLESWORTH HALL H 6 HARVARD YARD CAMBRIDGE,SUSPICIOUS ACTIVITY,10/5/19 - 1:20 PM 10/7/19 - 1:52 PM
CLOSED,2019-03-28 21:44:00+00:00,"Officer dispatched to a report of an individual sleeping in the reading room after being previously advised to remain     
awake. Officer arrived and reported that the individual had just fallen asleep while reading a novel and was allowed to   
remain in the building.",LAMONT LIBRARY 11 QUINCY ST CAMBRIDGE,UNWANTED GUEST,"3/28/19
9:44 PM"
OPEN,2019-03-15 17:59:00+00:00,Officer dispatched to take a report of ongoing harassment.,HARVARD ALUMNI ASSOCIATION 124 MT AUBURN ST CAMBRIDGE,HARASSMENT,"3/12/19 - 9:00 AM
3/15/19 - 4:00 PM"
CLOSED,2019-03-24 02:50:00+00:00,Officer dispatched to take a report of vandalism done to the window of an entryway door.,ADAMS HOUSE B - WESTMORELY HAL 45 BOW ST CAMBRIDGE,VANDALISM,"3/24/19
0:01 AM - 1:45 AM"
OPEN,2019-11-11 16:45:00+00:00,"Officer dispatched to take a report of a stolen blue REI bicycle valued at $200.00. The reporting individual informed the  officer that their bicycle was secured to a bike rack with a cable lock valued at $25.00, which was also stolen.",LEVERETT HOUSE C - MCKINLOCK H 8 MILL ST CAMBRIDGE,THEFT REPORT,11/5/19 - 8:00 AM 11/7/19 - 8:19 PM
OPEN,2019-09-21 02:33:00+00:00,Officer took a report of an assault.,CABOT HOUSE C - BRIGGS HALL 60 LINNAEAN ST CAMBRIDGE,ASSAULT REPORT,9/21/19 2:33 AM - 3:45 AM
CLOSED,2019-06-19 07:37:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the lot. Officers arrived, located the individual, and    conducted a field interview. The individual was run for wants/warrants with negative results but did show positive results for an active trespass warning. The individual was informed that a criminal complaint for trespassing would be sought      regarding this matter and then transported to a medical facility by Pro Ambulance",HARVARD EXTENSION SCHOOL LOT - 51 BRATTLE ST CAMBRIDGE,TRESPASSING,6/19/19 7:35 AM - 8:30 AM
CLOSED,2019-06-05 23:13:00+00:00,"  Officer dispatched to a report of an unwanted guest sleeping on a bench in the area. Officer arrived, located the         
individual, and reported that they were attempting to stay out of the rain and allowed to remain in the area.",AMERICAN REPERTORY THEATER - L 64 BRATTLE ST CAMBRIDGE,UNWANTED GUEST,6/5/19 11:13 PM
CLOSED,2019-11-15 16:55:00+00:00,"Officers dispatched to a report of an individual throwing rocks in the direction of two passersby from the stadium.        Officers arrived, searched the area, and reported that the individual was gone on arrival.",ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,ASSAULT REPORT,11/15/19 4:50 PM - 5:25 PM
CLOSED,2019-03-22 12:44:00+00:00,Officer dispatched to take a report of a stolen bottle of Johnny Walker Blue Label Scotch Whiskey valued at $500.00.,TATA HALL 53 HARVARD WAY ALLSTON,THEFT REPORT,"3/19/19 - 10:30 PM
3/20/19 - 7:00 AM"
CLOSED,2019-08-20 12:30:00+00:00,"Officer dispatched to take a report of a stolen black and red Trayl Hybrid  bicycle valued at $130.00. The reporting       individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $20.00, which    was also stolen.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,8/19/19 - 5:00 AM 8/20/19 - 10:00 AM
CLOSED,2019-06-03 12:28:00+00:00,Officer dispatched to take a report of stolen U.S. currency valued at $200.00.,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,"6/3/19
12:45 PM"
CLOSED,2019-12-28 14:02:00+00:00,Officers dispatched to a report of an individual causing a disturbance by yelling in the area. Officers arrived and        reported that Cambridge Police was on scene. Officers reported that the incident did not occur on HUPD Jurisdiction and,MASSACHUSETTS AVECAMBRIDGE,ASSIST CAMBRIDGE POLICE,12/28/19 2:02 PM
CLOSED,2019-04-03 09:41:00+00:00,"Officer while on patrol was approached on a report that an unwanted guest was sleeping in the building. Officer approached
the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The      
individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,TRESPASS WARNING,"4/3/19
9:41 AM - 10:40 AM"
CLOSED,2019-11-20 17:15:00+00:00,Officer took a report of an individual who was struck by a motor vehicle while on their skateboard .,MT AUBURN ST / PLYMPTON STCAMBRIDGE,ASSIST CAMBRIDGE POLICE,11/20/19 2:10 PM - 2:15 PM
CLOSED,2019-10-12 00:14:00+00:00,Officer dispatched to a report of two individuals arguing outside of the building. Officer arrived and reported that the   individuals were gone on arrival.,20 DEWOLFE STCAMBRIDGE,DISTURBANCE,10/12/19 0:14 AM
CLOSED,2019-04-12 11:30:00+00:00,Officer dispatched to monitor a demonstration that went without incident.,SACKLER MUSEUM 485 BROADWAY CAMBRIDGE,DEMONSTRATION,"4/12/19
11:20 AM - 2:00 PM"
ARREST,2019-05-14 11:00:00+00:00,"Officers dispatched to a report of an attempted theft inside of the building. Officers arrived and located the reporting  
party who stated that an individual who was still inside of the building had just attempted to steal a cell phone.        
Officers then approached the individual and conducted a field interview. During the field interview, the individual made  
several statements pertaining to their involvement in the aforementioned theft. The individual was run for wants/warrants 
with negative results. The individual was then informed that they were being placed under arrest for Larceny Over         
$1,200.00 and Trespassing and issued a verbal trespass warning for all Harvard University property.                       
                                                                                                                          
                                                                                                                          
Name: Lewally, Nashton                                                                                                    
Age: 35",SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,THEFT REPORT,"5/14/19
11:00 AM - 11:36 AM"
CLOSED,2020-05-12 16:53:00+00:00,Officer dispatched to a report of individuals in the area. Officer arrived and reported that the individuals were gone on,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,REMOVE GROUP,5/12/20 4:53 PM
CLOSED,2019-08-25 00:29:00+00:00,Officer dispatched to take a report of damage to a window and door of the building.,PERKINS HALL 35 OXFORD ST CAMBRIDGE,PROPERTY DAMAGE,8/25/19 0:15 AM - 1:24 AM
CLOSED,2019-09-29 18:09:00+00:00,Officer dispatched to take a report of a stolen package containing a passport.,CABOT HOUSE B - BRIGGS HALL 60 LINNAEAN ST CAMBRIDGE,THEFT REPORT,9/28/19 9:23 AM - 4:20 PM
CLOSED,2019-12-14 18:18:00+00:00,"Officer while on patrol observed a motor vehicle driving on the plaza. Officer stopped the motor vehicle and conducted a   field interview with the operator. Following the field interview, officer reported that the operator had authorization to  be in the area and all was in order.",SCIENCE CENTER PLAZA 1 OXFORD ST CAMBRIDGE,FIELD INTERVIEW,12/14/19 6:18 PM
CLOSED,2019-06-10 11:06:00+00:00,Officers dispatched on the report of two individuals attempting to gain entry into a residence.  Officers located the      individuals and conducted a field interview.  Officers determined that the individuals were authorized to be in the        building and the attempted entry was due to miscommunication.,SOLDIERS FIELD PARK 01 111 WESTERN AVE ALLSTON,FIELD INTERVIEW,6/10/19 11:01 AM - 11:15 AM
CLOSED,2019-06-27 06:37:00+00:00,"Officer dispatched to a report of an unwanted guest sleeping in the entryway of the building. Officer arrived, located the individual, and conducted a field interview. The individual was run for wants/warrants with negative results. The          individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",PEABODY TERRACE 31 900 MEMORIAL DR CAMBRIDGE,TRESPASS WARNING,6/27/19 6:30 AM - 6:37 AM
